Symbol;Date; Open ; High ; Low ;Close 
LYD;2019-03-02;526.77;535.47;501.33;560.92
DC.WT;2019-03-04;679.53;726.65;653.94;752.24
BELL;2019-03-04;835.49;867.48;817.03;885.94
TSLA;2019-03-01;274.96;281.54;242.5;314.01
MSFT;2019-03-03;933.24;971.84;927;978.08
DC.WT;2019-03-02;113.07;152.03;80.13;184.97
RBC;2019-03-03;625.77;633.89;592.87;666.8
GOOG;2019-03-02;478.61;524.39;430.25;572.75
MSFT;2019-03-01;299.84;302.74;295.71;306.88
L.PR.B;2019-03-01;502.92;506.58;491.54;517.96
L.PR.B;2019-03-03;686.95;707.1;659.25;734.81
TSLA;2019-03-04;174.8;193.16;150.06;217.9
ARG;2019-03-02;828.94;877.11;822.75;883.3
L.PR.B;2019-03-01;291.91;295.61;273.8;313.72
BELL;2019-03-01;717.47;744.02;702.55;758.95
ROG;2019-03-01;360.9;388.36;330.75;418.51
MSFT;2019-03-03;405.45;449.69;355.91;499.23
TSLA;2019-03-02;440.16;487.87;413.39;514.64
LYD;2019-02-28;302.71;324.87;294.78;332.8
BELL;2019-03-01;413.32;416.88;382.03;448.17
ARG;2019-02-28;324.71;369.73;280.77;413.66
RBC;2019-03-04;742.95;750.45;694.89;798.51
L.PR.B;2019-03-04;275.29;301.89;226.28;350.9
L.PR.B;2019-03-02;468.07;474.42;426.58;515.9
MSFT;2019-03-04;341.03;347.52;317.42;371.12
DC.WT;2019-03-02;612.1;655.49;584.24;683.34
L.PR.B;2019-03-04;718.95;725.17;680.48;763.63
BELL;2019-02-28;802.29;843.02;758.72;886.59
DC.WT;2019-03-02;289.78;291.31;250.01;331.07
ARG;2019-03-03;395.13;413.9;391.71;417.32
GOOG;2019-02-28;254.9;290.64;239.1;306.44
L.PR.B;2019-03-03;953.58;989.25;943.21;999.62
BELL;2019-02-28;581.65;606.91;541.96;646.61
L.PR.B;2019-03-04;24.23;61.54;21.43;64.34
GOOG;2019-03-03;138.25;148.27;104.78;181.74
RBC;2019-03-02;158.67;176.65;132.05;203.28
TSLA;2019-02-28;82.2;116.21;46.58;151.83
MSFT;2019-03-01;2.72;14.87;-3.96;21.55
ARG;2019-03-01;749.21;777.49;704.43;822.27
DC.WT;2019-03-02;258.1;289.02;234.42;312.7
L.PR.B;2019-03-01;851.89;895.27;821.3;925.86
RBC;2019-03-01;840.39;861.17;811.6;889.96
RBC;2019-03-02;928.27;941.87;902.04;968.1
L.PR.B;2019-03-02;833.29;858.87;784.85;907.31
BELL;2019-03-02;188.06;218.35;146.19;260.21
L.PR.B;2019-03-01;654.8;686.93;614.36;727.37
LYD;2019-03-02;441.16;452.76;439.18;454.73
ARG;2019-03-03;288.74;324.75;262.07;351.42
MSFT;2019-03-03;735.48;769.25;707.9;796.83
L.PR.B;2019-03-01;634.03;651;616.07;668.96
ARG;2019-02-28;641.6;677.27;611.84;707.04
BELL;2019-03-01;890.46;936.34;881.5;945.29
GOOG;2019-03-02;157.09;200.77;115.98;241.89
GOOG;2019-03-01;98.25;130.99;53.17;176.07
LYD;2019-03-02;693.63;719.07;661.67;751.03
ROG;2019-02-28;880.27;925.75;878.95;927.07
MSFT;2019-03-01;660.06;706.44;615.76;750.74
TSLA;2019-03-03;438.11;438.98;426.08;451.01
TSLA;2019-03-01;355.44;388.76;337.43;406.78
ARG;2019-03-03;749.95;750.24;713.19;787
TSLA;2019-03-03;473.72;515.5;456.72;532.51
TSLA;2019-02-28;589.36;590.19;544.23;635.32
LYD;2019-03-03;434.9;461.28;411.64;484.54
BELL;2019-02-28;371.74;380.32;325.2;426.86
DC.WT;2019-03-03;86.01;106.85;41.25;151.6
DC.WT;2019-03-03;39.16;61.29;27.28;73.17
GOOG;2019-03-01;429.88;443.74;427.09;446.54
LYD;2019-03-03;905.64;924.51;899.22;930.93
TSLA;2019-03-04;272.96;289.8;257;305.75
BELL;2019-03-01;520.29;523.29;495.99;547.59
LYD;2019-03-02;571.78;605.98;563.14;614.62
GOOG;2019-03-01;419.33;465.06;394;490.39
DC.WT;2019-03-03;640.42;674.68;608.48;706.63
LYD;2019-03-02;881.44;901.38;852.18;930.64
LYD;2019-02-28;45.64;86.61;28.71;103.55
TSLA;2019-03-04;719.14;744.65;671.25;792.54
TSLA;2019-02-28;937.6;984.41;908.7;1013.31
LYD;2019-03-02;160.45;185.34;126.08;219.71
TSLA;2019-03-04;39.57;84.45;18.04;105.98
TSLA;2019-02-28;499.59;534.81;491.59;542.82
BELL;2019-03-02;779.66;811.89;758.05;833.5
MSFT;2019-03-04;832.29;859.03;798.9;892.42
ARG;2019-03-02;177.74;191.73;128.02;241.44
TSLA;2019-02-28;265.79;279.31;227.06;318.04
RBC;2019-03-01;97.59;131.14;71.47;157.27
ROG;2019-03-01;952.98;990.6;946.06;997.52
LYD;2019-03-03;909.99;919.03;877.82;951.21
MSFT;2019-03-01;351.41;382.01;344.34;389.08
BELL;2019-03-03;870.16;885.46;848.14;907.48
TSLA;2019-03-02;271.16;319.94;252.59;338.51
BELL;2019-02-28;825.24;842.24;794.58;872.9
MSFT;2019-03-02;968.86;1002.85;932.27;1039.44
ROG;2019-02-28;670.83;697.78;669.33;699.28
ARG;2019-03-02;751.48;766.27;743.34;774.4
BELL;2019-03-03;870.07;918.31;826.69;961.7
LYD;2019-03-03;140.24;146.38;104.64;181.98
LYD;2019-03-04;261.47;309.33;254.1;316.7
BELL;2019-03-03;855.98;905.12;839.24;921.86
RBC;2019-03-02;179.42;187.59;155.15;211.87
L.PR.B;2019-03-03;44.31;67.59;44.21;67.68
LYD;2019-03-01;384.89;387.01;348.1;423.8
DC.WT;2019-03-02;384.04;391.09;352.35;422.77
ARG;2019-03-04;341.94;347.09;336.35;352.68
RBC;2019-03-04;259.39;292.86;236.05;316.2
L.PR.B;2019-03-01;410.11;416.49;390.42;436.18
LYD;2019-03-03;616.42;649.93;613.24;653.11
RBC;2019-02-28;668.31;670.2;642.51;696
DC.WT;2019-03-03;508.79;529.77;460.69;577.87
BELL;2019-03-02;606.9;635.81;593.68;649.03
RBC;2019-03-02;401.51;424.94;376.98;449.47
LYD;2019-03-02;799.14;847.55;780.15;866.53
TSLA;2019-03-03;36.06;82.32;18.7;99.69
GOOG;2019-03-03;17.72;20.95;8.14;30.52
LYD;2019-03-02;536.43;581.36;525.41;592.38
RBC;2019-02-28;51.13;94.05;40.72;104.46
LYD;2019-03-04;57.52;77.71;54.99;80.24
RBC;2019-02-28;879.03;885.77;875.86;888.93
BELL;2019-03-03;133.16;144.74;96.43;181.46
GOOG;2019-03-03;496.26;528.28;482.89;541.65
RBC;2019-03-01;948.89;975.21;916.43;1007.67
TSLA;2019-03-03;281.58;287.56;271.57;297.58
MSFT;2019-03-01;194.9;197.55;193.89;198.55
ROG;2019-03-02;461.97;494.41;458.08;498.29
ARG;2019-03-01;266.72;282.74;265.28;284.18
BELL;2019-03-02;932.58;940.86;896.5;976.95
ARG;2019-03-03;962.91;988.57;961.4;990.08
DC.WT;2019-03-02;708.24;718.42;693.35;733.31
RBC;2019-03-01;134.19;176.95;133.62;177.52
MSFT;2019-02-28;815.72;857.57;806.34;866.95
ARG;2019-03-03;943.48;959.14;919.05;983.57
GOOG;2019-03-03;971;1018.11;924.34;1064.77
TSLA;2019-03-04;149.93;174.1;111.65;212.38
L.PR.B;2019-03-02;73.87;75.13;68.11;80.89
LYD;2019-03-01;5.71;33.53;-31.43;70.66
ROG;2019-03-03;798.65;811.27;790.2;819.71
ARG;2019-03-04;212.12;231.96;190.06;254.03
RBC;2019-03-03;677.04;680.43;655.66;701.81
LYD;2019-03-04;641.58;687.17;612.83;715.92
GOOG;2019-03-01;613.08;642.69;609.85;645.93
GOOG;2019-02-28;766.81;796.64;721.04;842.41
MSFT;2019-03-03;471.71;510.59;439.88;542.42
RBC;2019-03-01;64.01;72.03;53.99;82.05
BELL;2019-03-01;3.29;42;-13.27;58.56
ROG;2019-02-28;117.11;123.67;101.94;138.84
GOOG;2019-03-02;154.42;156.49;132.46;178.46
L.PR.B;2019-03-02;900.12;910.87;853.74;957.25
BELL;2019-03-02;366.44;415.31;330.49;451.26
L.PR.B;2019-02-28;36.77;42.83;20.59;59.01
L.PR.B;2019-03-04;780.01;813;752.69;840.32
TSLA;2019-03-03;945.9;953.16;903.3;995.77
LYD;2019-02-28;297.47;298.13;279.78;315.82
RBC;2019-03-01;258.14;290.21;235.82;312.53
MSFT;2019-02-28;949.02;972.5;940.42;981.1
GOOG;2019-03-03;909.21;920.54;908.63;921.12
LYD;2019-03-02;554.63;564.39;516.55;602.47
DC.WT;2019-03-04;192.96;222.06;186.11;228.91
RBC;2019-03-02;678.15;703.09;640.08;741.16
LYD;2019-03-04;194.92;213.37;176.8;231.49
LYD;2019-03-04;661.22;708.65;637.18;732.69
TSLA;2019-02-28;113.83;137.64;86.07;165.41
RBC;2019-03-03;540.9;588.6;527.6;601.91
LYD;2019-03-02;129.01;154.68;89.01;194.67
BELL;2019-03-04;540.53;580.15;522.91;597.77
ARG;2019-03-02;51.42;59.04;49.54;60.91
TSLA;2019-03-04;886.96;891.81;867.88;910.88
ARG;2019-02-28;671.06;717.16;646.87;741.35
RBC;2019-03-02;28.99;68.85;-7.12;104.95
LYD;2019-03-02;719.46;768.26;716.65;771.07
BELL;2019-03-03;196.18;220.11;160.02;256.27
RBC;2019-03-03;312.15;348.14;280.25;380.04
GOOG;2019-03-01;895.29;898.94;871.34;922.88
MSFT;2019-03-03;295.34;342.27;285.97;351.65
ROG;2019-03-03;190.07;213.56;163.33;240.3
TSLA;2019-03-02;803.26;833.07;796.22;840.1
LYD;2019-03-01;896.63;912.59;862.17;947.05
ARG;2019-02-28;564.66;587.57;539.56;612.67
ARG;2019-03-03;591.04;625.57;550.58;666.03
RBC;2019-03-01;604.39;643.24;598.19;649.45
BELL;2019-03-02;230.65;250.23;205.95;274.93
L.PR.B;2019-03-01;197.55;233.38;167.1;263.83
L.PR.B;2019-03-01;644.81;683.21;605.82;722.19
TSLA;2019-03-04;858.27;887.02;832.35;912.93
LYD;2019-03-04;277.75;306.34;246.59;337.5
BELL;2019-03-01;881.29;929.68;851.8;959.17
ARG;2019-03-04;703.67;711.69;664.03;751.33
DC.WT;2019-03-01;168.34;215.45;149.88;233.91
MSFT;2019-03-03;282.09;289.89;274.49;297.48
ARG;2019-03-02;861.23;867.17;813.12;915.29
BELL;2019-03-04;40.05;67.15;20.32;86.88
RBC;2019-03-03;832.71;873.32;820.28;885.75
DC.WT;2019-03-03;238.12;238.49;198.44;278.18
RBC;2019-03-03;910.01;947.58;907.82;949.77
GOOG;2019-02-28;259;287.75;227.56;319.19
GOOG;2019-03-02;840.97;866.41;817.35;890.03
BELL;2019-03-04;982.11;1028.69;975.82;1034.98
DC.WT;2019-03-04;994.25;1027.92;981.53;1040.65
TSLA;2019-02-28;810.97;814.42;781.08;844.31
TSLA;2019-03-03;40.81;48.32;23.08;66.04
ROG;2019-03-01;738.93;744.48;729.97;753.44
LYD;2019-03-02;544.09;570.76;495.97;618.88
ARG;2019-03-01;949.35;992.06;935.44;1005.97
DC.WT;2019-03-02;919.68;952.29;905.95;966.02
TSLA;2019-03-04;571.69;588.21;545.69;614.21
BELL;2019-02-28;240.68;262.22;192.65;310.26
MSFT;2019-03-04;367.97;381.67;347.87;401.77
MSFT;2019-03-04;328.61;332;291.51;369.1
MSFT;2019-03-03;416.16;427.41;376.52;467.05
TSLA;2019-03-02;832.12;851.58;791.82;891.89
TSLA;2019-03-03;362.8;379.68;358.26;384.21
BELL;2019-03-03;812.96;838.55;765.61;885.91
RBC;2019-03-02;539.44;575.25;491.45;623.23
L.PR.B;2019-03-04;972.54;1003.24;924.84;1050.94
DC.WT;2019-03-03;433.81;459.49;400.17;493.13
TSLA;2019-03-03;819.3;861.99;801.52;879.77
ROG;2019-03-02;165.84;166.87;119.63;213.07
BELL;2019-02-28;3.49;17.09;-43.49;64.07
BELL;2019-02-28;407.59;411.55;362.55;456.59
RBC;2019-02-28;166.78;177.41;117.67;226.52
LYD;2019-03-02;848.53;898.2;825.27;921.47
BELL;2019-02-28;501.4;532.68;481.36;552.72
MSFT;2019-02-28;948.44;989.21;918.86;1018.79
LYD;2019-03-04;886.13;930.04;873.81;942.35
DC.WT;2019-03-04;396.93;420.5;363.77;453.66
BELL;2019-03-03;901.37;945.98;889.57;957.78
L.PR.B;2019-03-01;801.74;817.21;751.8;867.15
MSFT;2019-03-04;140.48;166.41;109.08;197.81
ARG;2019-03-04;739.33;785.2;713.75;810.78
RBC;2019-03-04;443.84;451.9;436.96;458.78
ROG;2019-03-01;982.07;986.76;934.25;1034.58
BELL;2019-03-02;172.51;174.69;170.76;176.44
GOOG;2019-03-01;756.48;799.34;712.69;843.12
TSLA;2019-02-28;876.01;892.82;859.84;909
MSFT;2019-02-28;544.59;587.96;512.07;620.48
BELL;2019-03-04;552.73;599.38;508.5;643.6
TSLA;2019-02-28;263.84;290.29;234.11;320.02
LYD;2019-03-01;392.71;416.17;359.16;449.72
ARG;2019-02-28;496.84;518.55;481.62;533.78
L.PR.B;2019-03-01;216.61;247.93;211.94;252.59
MSFT;2019-03-02;430.6;443.36;412.7;461.25
MSFT;2019-03-02;879.52;920.54;877.94;922.12
BELL;2019-02-28;328.95;378.51;284.41;423.05
MSFT;2019-03-03;593.89;623.83;589.56;628.16
GOOG;2019-03-02;244.43;286.24;220.69;309.99
MSFT;2019-03-04;567.92;613.75;562.86;618.81
TSLA;2019-03-03;490.84;493.4;464.58;519.66
TSLA;2019-03-01;851.3;882.54;820.88;912.96
DC.WT;2019-02-28;576.72;614.83;570.39;621.17
GOOG;2019-03-04;854.39;873;811.4;915.99
L.PR.B;2019-03-02;729.75;759.62;726.77;762.6
DC.WT;2019-02-28;592.53;625.67;563.86;654.34
BELL;2019-03-01;645.01;646.45;627.06;664.4
GOOG;2019-03-01;547.99;571.1;537.52;581.57
MSFT;2019-03-02;247.8;281.01;199.07;329.74
BELL;2019-03-02;588.8;594.76;547.12;636.44
MSFT;2019-03-01;71.4;79.19;67.37;83.22
LYD;2019-02-28;815.12;847.75;780.59;882.28
LYD;2019-03-01;787.31;802.91;743.34;846.88
BELL;2019-03-01;537.31;562.05;492.27;607.09
ROG;2019-02-28;53.89;54.71;19.63;88.97
ROG;2019-03-02;395.63;426.56;366.04;456.16
MSFT;2019-03-04;991.35;1003.58;961.28;1033.64
MSFT;2019-03-03;177.19;179.99;162.16;195.02
DC.WT;2019-03-01;606.44;636.35;564.95;677.85
BELL;2019-02-28;578.66;613.64;554.89;637.41
L.PR.B;2019-03-01;459.5;476.74;417.34;518.9
LYD;2019-02-28;8.09;30.27;5.62;32.74
RBC;2019-03-03;12.01;57.14;5.16;63.99
L.PR.B;2019-03-04;787.7;810.56;741.44;856.82
ROG;2019-03-03;827.26;853.36;821.46;859.16
MSFT;2019-03-04;332.18;375.9;309.98;398.11
MSFT;2019-03-03;705.24;740.82;703.97;742.09
RBC;2019-02-28;386.28;417.95;343.43;460.81
L.PR.B;2019-03-01;679.85;724.09;678.51;725.43
LYD;2019-03-01;160.46;190.75;157.12;194.08
BELL;2019-03-04;514.39;541.84;492.66;563.57
RBC;2019-03-03;228.27;250.06;189.34;288.99
ROG;2019-03-02;617.27;641.89;568.09;691.07
RBC;2019-02-28;473.65;517.14;459.29;531.5
ROG;2019-03-03;623.04;628.52;612.19;639.37
LYD;2019-03-01;287.65;295.35;263.06;319.95
TSLA;2019-03-02;176.46;195.13;134.27;237.32
L.PR.B;2019-02-28;509.96;542.98;474.64;578.3
TSLA;2019-02-28;496.42;517.45;455.48;558.39
DC.WT;2019-03-02;155.74;160.93;139.13;177.55
BELL;2019-03-03;36.74;46.32;35.26;47.79
DC.WT;2019-03-01;800.14;840.29;787.92;852.52
ARG;2019-02-28;614.39;633.04;596.74;650.69
TSLA;2019-03-04;293.72;330.61;271.06;353.27
ROG;2019-03-01;435.69;471.77;403.86;503.61
ARG;2019-03-03;968.92;975.79;952.61;992.1
MSFT;2019-02-28;185.11;216.32;161.5;239.92
RBC;2019-02-28;409.22;426.02;375;460.25
BELL;2019-03-02;778.87;828.44;749.43;857.88
TSLA;2019-03-03;592.6;633.06;586;639.67
TSLA;2019-02-28;472.65;501.49;432.02;542.12
ARG;2019-03-04;719.64;761.53;680.58;800.59
L.PR.B;2019-02-28;416.78;424.03;401.68;439.14
ARG;2019-03-03;592.89;615.68;543.13;665.44
L.PR.B;2019-02-28;509.38;526.09;485.85;549.62
ARG;2019-03-02;293.26;341;249.26;385
BELL;2019-02-28;611.71;613.74;594.89;630.56
ROG;2019-03-04;465.18;510.84;430.98;545.04
MSFT;2019-02-28;72.67;78.52;51.55;99.64
L.PR.B;2019-03-01;314.15;351.97;305.04;361.09
MSFT;2019-02-28;927.28;952.98;923.66;956.6
TSLA;2019-03-02;110.62;157.58;62.34;205.86
ARG;2019-03-04;475.3;508.15;434.68;548.77
ROG;2019-02-28;562.87;584.37;516.97;630.28
ROG;2019-03-01;761.22;777.3;734.24;804.28
DC.WT;2019-03-04;768.74;794.32;759.82;803.23
ARG;2019-03-03;441.38;457.98;438.1;461.27
MSFT;2019-03-01;560.82;571.85;531.26;601.4
BELL;2019-03-04;777.99;809.63;731.66;855.96
LYD;2019-03-02;318.43;331.67;276.04;374.07
GOOG;2019-03-04;166.84;203.17;140.33;229.68
L.PR.B;2019-03-02;98.17;114.57;77.96;134.78
RBC;2019-03-01;864.39;867.7;831.05;901.03
MSFT;2019-03-02;994.15;1002.33;953.41;1043.08
ARG;2019-03-01;103.03;103.78;81.16;125.64
MSFT;2019-03-04;946.52;951.66;941.8;956.38
L.PR.B;2019-03-04;186.25;204.41;152.8;237.87
ARG;2019-03-02;489.36;493.31;472.85;509.82
L.PR.B;2019-03-04;951.28;992.87;906.21;1037.93
TSLA;2019-03-04;745.31;781.61;707.37;819.55
LYD;2019-03-02;547.08;563.21;534.75;575.54
RBC;2019-03-04;47.75;76.89;26.77;97.87
BELL;2019-02-28;741.82;778.33;707.05;813.1
LYD;2019-03-02;96.15;103.84;56.89;143.1
BELL;2019-03-02;350.79;385.47;333.26;403.01
TSLA;2019-03-01;199.69;206.23;180.12;225.79
LYD;2019-02-28;107.95;123.54;79.14;152.35
LYD;2019-03-04;750.55;771.53;747.59;774.49
L.PR.B;2019-03-03;736.67;773.74;716.65;793.76
TSLA;2019-03-04;590.88;607.97;543.44;655.41
ROG;2019-03-02;366.5;408.41;328.59;446.32
LYD;2019-03-04;819.1;864.18;790.5;892.78
LYD;2019-03-02;923.12;966.64;897.43;992.34
L.PR.B;2019-03-04;669.78;675.05;652.79;692.03
ARG;2019-03-02;460.28;488.45;437.01;511.72
LYD;2019-03-03;874.54;913.91;825.49;962.96
MSFT;2019-03-04;792.34;816.58;786.77;822.15
BELL;2019-03-02;119.23;160.62;96.32;183.53
L.PR.B;2019-03-04;669.07;686.04;634.39;720.72
GOOG;2019-02-28;352.22;367.42;316.34;403.3
L.PR.B;2019-03-01;449.28;456.53;404.66;501.15
GOOG;2019-03-03;816.27;820.61;806.97;829.91
DC.WT;2019-03-02;129.86;171.93;129.17;172.62
MSFT;2019-03-03;972.83;987.6;963.49;996.94
ARG;2019-03-04;439.22;439.24;419.02;459.44
TSLA;2019-03-03;223.57;236.88;190.04;270.41
TSLA;2019-02-28;936.48;947.63;895.77;988.34
GOOG;2019-03-04;507.59;510.02;495.74;521.86
TSLA;2019-03-02;445.15;467.86;438.13;474.88
L.PR.B;2019-03-04;697.14;717.96;652.34;762.75
MSFT;2019-03-04;709.99;722.05;663.94;768.11
LYD;2019-03-03;51.38;77.46;24.92;103.93
LYD;2019-02-28;297.12;340.35;294.79;342.68
DC.WT;2019-03-02;27.96;45.06;-2.57;75.6
ROG;2019-03-03;860.77;861.73;844.59;877.92
MSFT;2019-03-01;203.53;203.8;197.64;209.69
LYD;2019-02-28;398.37;430.7;394.77;434.3
ARG;2019-03-02;859.26;868.09;837.15;890.2
GOOG;2019-02-28;13.1;19.83;-36.71;69.64
L.PR.B;2019-03-02;118.45;118.86;104.26;133.05
RBC;2019-03-02;380.1;425.67;341.71;464.06
ARG;2019-03-03;424.23;443.09;397.3;470.02
ROG;2019-03-04;151.86;155.56;143.48;163.94
ARG;2019-03-04;269.63;288.46;230.44;327.65
GOOG;2019-03-04;966.79;1001.45;925.07;1043.17
L.PR.B;2019-03-02;451.68;484.56;416.74;519.5
TSLA;2019-02-28;662.29;696.23;638.32;720.19
MSFT;2019-03-03;899.77;949.32;852.56;996.53
ARG;2019-03-03;798.11;815.02;760.38;852.75
ROG;2019-03-04;218.69;242.06;172;288.75
LYD;2019-03-03;750.82;780.46;719.33;811.95
TSLA;2019-03-01;981.73;1020.92;947.19;1055.46
ROG;2019-02-28;820.49;840.4;793.82;867.07
DC.WT;2019-03-01;239.22;250.38;234.71;254.89
LYD;2019-03-02;113.33;117.71;80.18;150.87
ROG;2019-03-02;20.41;63.45;-1.65;85.5
LYD;2019-02-28;535.05;535.07;500.55;569.57
DC.WT;2019-03-04;883;887.97;841.05;929.92
RBC;2019-03-01;107.41;138.15;62.63;182.93
ARG;2019-03-02;813.99;852.3;791.08;875.21
LYD;2019-03-02;345.3;373.77;343.43;375.64
BELL;2019-03-02;65.7;67.44;19.04;114.1
ARG;2019-03-02;627.1;636.75;610.4;653.46
LYD;2019-03-03;701.22;721.78;667.8;755.21
MSFT;2019-03-01;912.52;924.66;882.13;955.06
LYD;2019-03-02;698.63;700.92;690.57;708.98
ROG;2019-03-02;570.36;584.93;532.32;622.96
MSFT;2019-03-02;608.03;641.37;604.09;645.31
BELL;2019-03-01;495.42;543.92;484.96;554.39
ROG;2019-03-03;604;608.63;563.29;649.34
RBC;2019-03-02;661.94;690.83;627.72;725.05
BELL;2019-03-04;879.98;899.33;868.02;911.28
ARG;2019-03-01;9.22;52.56;-33.82;95.6
GOOG;2019-03-01;180.61;191.84;133.01;239.44
LYD;2019-03-01;90.5;126.84;60.37;156.97
TSLA;2019-03-03;202.83;248.81;158.19;293.45
ARG;2019-03-02;584.89;618.39;537.39;665.88
ROG;2019-02-28;476.15;522.3;452.48;545.98
DC.WT;2019-03-01;245.3;248.93;215.25;278.98
ROG;2019-03-04;743.7;763.78;723.29;784.18
ROG;2019-03-04;857.07;894.04;844.92;906.2
LYD;2019-03-01;316.59;321.39;309.4;328.58
TSLA;2019-03-02;442.01;468.66;394.3;516.38
L.PR.B;2019-03-04;513.87;527.79;496.42;545.24
DC.WT;2019-02-28;262.72;301.14;261.62;302.23
L.PR.B;2019-03-02;866.71;904.2;819.48;951.42
TSLA;2019-03-04;922.35;963.44;884.17;1001.62
GOOG;2019-03-01;781.76;804.54;742.7;843.6
TSLA;2019-02-28;569.17;600;531.07;638.1
GOOG;2019-03-04;161.71;209.89;158.02;213.57
DC.WT;2019-03-01;101.28;131.12;95.63;136.77
DC.WT;2019-03-02;699.2;731.16;658.09;772.27
GOOG;2019-03-01;793.55;814.75;769.68;838.62
ARG;2019-03-01;157.2;205.81;112.06;250.96
LYD;2019-03-01;368.69;383.36;334.31;417.74
DC.WT;2019-03-04;488.76;523.66;479.48;532.94
RBC;2019-03-04;524.95;527.21;514.66;537.5
RBC;2019-03-04;585.31;612.69;583.89;614.1
L.PR.B;2019-03-01;82.36;107.63;70.79;119.2
BELL;2019-03-04;839.35;848.33;807.54;880.14
L.PR.B;2019-02-28;709.4;723.66;669.94;763.12
RBC;2019-03-01;710.86;759.78;668;802.64
TSLA;2019-03-01;523.1;558.1;504.12;577.08
GOOG;2019-03-02;825.45;831.16;822.58;834.03
BELL;2019-03-04;893.59;923.33;854.61;962.31
ARG;2019-03-02;136.43;173.65;109.74;200.33
GOOG;2019-02-28;207.59;209.63;187.77;229.45
LYD;2019-03-01;766.88;783.24;730.45;819.68
RBC;2019-03-04;924.06;955.21;879.56;999.71
BELL;2019-03-01;705.15;744.49;682.52;767.12
DC.WT;2019-03-03;514.17;548.97;464.85;598.3
TSLA;2019-03-01;942.73;943.15;915.29;970.59
RBC;2019-02-28;790.03;808.42;770.2;828.25
BELL;2019-03-02;509.48;512.55;481.86;540.17
MSFT;2019-03-04;110.13;112.05;65.48;156.7
LYD;2019-03-03;496.17;538.27;474.25;560.19
RBC;2019-03-03;887.89;910.29;838.52;959.66
TSLA;2019-03-01;612.09;615.68;572.89;654.88
DC.WT;2019-03-02;300.37;304.75;269.35;335.77
LYD;2019-02-28;828.71;839.4;814.93;853.18
TSLA;2019-03-02;209.16;214.19;204.88;218.46
RBC;2019-03-01;629.01;633.61;595.1;667.52
TSLA;2019-03-04;430.31;463.08;418.47;474.92
LYD;2019-03-04;740.47;747.16;734.8;752.82
L.PR.B;2019-03-04;619.48;663.77;610.15;673.09
TSLA;2019-03-02;278.69;279.52;278.53;279.67
TSLA;2019-03-01;486.04;492.01;463.39;514.66
LYD;2019-03-01;188.26;222.27;149.5;261.03
DC.WT;2019-03-02;961.18;978.44;924.92;1014.7
RBC;2019-03-04;969.01;996.04;925.51;1039.54
DC.WT;2019-03-01;67.68;108.98;24.6;152.06
MSFT;2019-03-01;536.08;557.79;499.11;594.76
RBC;2019-02-28;437.42;445.33;404.95;477.8
ROG;2019-02-28;871.36;910.29;862.82;918.84
ARG;2019-02-28;933.92;951.04;902.14;982.82
GOOG;2019-03-03;721.14;742.05;680.39;782.79
BELL;2019-02-28;8.83;26.12;6.24;28.7
MSFT;2019-03-02;246.38;254.65;217.48;283.55
DC.WT;2019-03-03;291.52;294.06;253.83;331.75
L.PR.B;2019-03-04;603.17;607.3;577.39;633.08
TSLA;2019-03-03;752.92;797.2;726.53;823.6
MSFT;2019-02-28;781.31;802.27;763.77;819.81
LYD;2019-03-03;181.1;229;150.21;259.89
ARG;2019-03-04;936.07;978.54;902.54;1012.07
LYD;2019-03-03;296.35;321.82;246.91;371.27
ARG;2019-03-01;936.3;955.49;916.75;975.04
GOOG;2019-03-04;56.87;87.48;54.08;90.28
TSLA;2019-02-28;129.44;159.98;120.93;168.5
RBC;2019-03-02;219.67;265.54;196.7;288.51
RBC;2019-03-02;54.05;84.46;10;128.51
MSFT;2019-03-04;550.89;551.95;507.32;595.52
ROG;2019-03-04;100.25;142.35;87.85;154.75
GOOG;2019-03-01;969.43;999.16;928.56;1040.04
BELL;2019-03-02;457.13;471.22;430.36;497.99
ROG;2019-02-28;524.26;551.37;516.95;558.69
TSLA;2019-03-01;510.05;512.07;501.94;520.18
GOOG;2019-03-03;983.62;1016.3;966.76;1033.17
GOOG;2019-02-28;888.42;911.23;852.69;946.95
GOOG;2019-03-01;651.25;696.24;615.14;732.35
ROG;2019-03-01;891.93;905.25;870.73;926.45
TSLA;2019-02-28;542.07;579.18;497.55;623.7
L.PR.B;2019-03-01;370.89;382.52;346.31;407.1
L.PR.B;2019-03-03;582.58;600.05;545.39;637.23
BELL;2019-03-04;533.59;570.53;487.89;616.22
ROG;2019-02-28;993.08;998.9;978.97;1013.01
MSFT;2019-03-03;72.96;122.81;40.71;155.06
TSLA;2019-02-28;878.69;921.08;852.1;947.68
L.PR.B;2019-03-03;245.04;292;219.16;317.88
BELL;2019-03-01;893.55;931.94;888.58;936.91
L.PR.B;2019-03-01;344.23;355.76;331.43;368.57
GOOG;2019-03-04;683.27;707.41;675.38;715.29
RBC;2019-03-04;417.91;424.13;386.82;455.21
LYD;2019-03-03;698.88;747.55;663.19;783.24
MSFT;2019-03-04;571.2;609.59;569.39;611.4
GOOG;2019-03-03;856.84;868.98;851.86;873.95
ARG;2019-03-04;464.91;493.82;450.76;507.97
MSFT;2019-03-02;930.13;967.2;922.1;975.23
BELL;2019-03-01;13.79;44.28;-19.26;77.33
TSLA;2019-02-28;422.96;433.95;379.78;477.13
